Age,G,J_max,Active Areas
MA,0.26,0.48,14.09
MA,0.28,0.48,14.69
MA,0.3,0.48,14.85
MA,0.32,0.48,14.94
MA,0.34,0.48,14.98
MA,0.36,0.48,14.87
MA,0.38,0.48,14.9
MA,0.4,0.48,15.09
MA,0.42,0.48,15.73
MA,0.44,0.48,15.96
MA,0.46,0.48,16.0
MA,0.48,0.48,16.0
MA,0.5,0.48,15.93
MA,0.2,0.49,13.0
MA,0.22,0.49,13.01
MA,0.24,0.49,13.57
MA,0.26,0.49,14.64
MA,0.28,0.49,14.95
MA,0.3,0.49,15.0
MA,0.32,0.49,14.9
MA,0.34,0.49,14.83
MA,0.36,0.49,14.82
MA,0.38,0.49,15.04
MA,0.4,0.49,15.3
MA,0.42,0.49,15.69
MA,0.44,0.49,15.81
MA,0.46,0.49,15.94
MA,0.48,0.49,16.0
MA,0.5,0.49,16.0
MA,0.2,0.5,13.0
MA,0.22,0.5,13.19
MA,0.24,0.5,14.65
MA,0.26,0.5,14.96
MA,0.28,0.5,14.98
MA,0.3,0.5,14.98
MA,0.32,0.5,14.98
MA,0.34,0.5,14.96
MA,0.36,0.5,14.82
MA,0.38,0.5,15.03
MA,0.4,0.5,15.05
MA,0.42,0.5,15.63
MA,0.44,0.5,15.87
MA,0.46,0.5,16.0
MA,0.48,0.5,15.94
MA,0.5,0.5,15.94
MA,0.2,0.51,13.05
MA,0.22,0.51,14.49
MA,0.24,0.51,14.96
MA,0.26,0.51,14.99
MA,0.28,0.51,15.0
MA,0.3,0.51,14.97
MA,0.32,0.51,15.0
MA,0.34,0.51,14.96
MA,0.36,0.51,14.93
MA,0.38,0.51,14.8
MA,0.4,0.51,15.17
MA,0.42,0.51,15.54
MA,0.44,0.51,15.75
MA,0.46,0.51,15.96
MA,0.48,0.51,15.9
MA,0.5,0.51,16.0
A,0.2,0.21,0.0
A,0.22,0.21,0.0
A,0.24,0.21,0.0
A,0.26,0.21,0.0
A,0.28,0.21,0.0
A,0.3,0.21,0.0
A,0.32,0.21,0.0
A,0.34,0.21,0.0
A,0.36,0.21,0.0
A,0.38,0.21,0.0
A,0.4,0.21,0.0
A,0.42,0.21,0.0
A,0.44,0.21,0.0
A,0.46,0.21,0.0
A,0.48,0.21,11.4
A,0.5,0.21,19.0
A,0.2,0.22,0.0
A,0.22,0.22,0.0
A,0.24,0.22,0.0
A,0.26,0.22,0.0
A,0.28,0.22,0.0
A,0.3,0.22,0.0
A,0.32,0.22,0.0
A,0.34,0.22,0.0
A,0.36,0.22,0.0
A,0.38,0.22,0.0
A,0.4,0.22,0.0
A,0.42,0.22,0.0
A,0.44,0.22,0.0
A,0.46,0.22,19.0
A,0.48,0.22,19.0
A,0.5,0.22,20.22
A,0.2,0.23,0.0
A,0.22,0.23,0.0
A,0.24,0.23,0.0
A,0.26,0.23,0.0
A,0.28,0.23,0.0
A,0.3,0.23,0.0
A,0.32,0.23,0.0
A,0.34,0.23,0.0
A,0.36,0.23,0.0
A,0.38,0.23,0.0
A,0.4,0.23,0.0
A,0.42,0.23,5.08
A,0.44,0.23,19.0
A,0.46,0.23,20.24
A,0.48,0.23,26.0
A,0.5,0.23,26.0
A,0.2,0.24,0.0
A,0.22,0.24,0.0
A,0.24,0.24,0.0
A,0.26,0.24,0.0
A,0.28,0.24,0.0
A,0.3,0.24,0.0
A,0.32,0.24,0.0
A,0.34,0.24,0.0
A,0.36,0.24,0.0
A,0.38,0.24,0.0
A,0.4,0.24,19.0
A,0.42,0.24,20.0
A,0.44,0.24,23.0
A,0.46,0.24,23.14
A,0.48,0.24,18.56
A,0.5,0.24,17.01
A,0.2,0.25,0.0
A,0.22,0.25,0.0
A,0.24,0.25,0.0
A,0.26,0.25,0.0
A,0.28,0.25,0.0
A,0.3,0.25,0.0
A,0.32,0.25,0.0
A,0.34,0.25,0.0
A,0.36,0.25,19.0
A,0.38,0.25,19.49
A,0.4,0.25,19.99
A,0.42,0.25,19.69
A,0.44,0.25,12.48
A,0.46,0.25,12.92
A,0.48,0.25,12.69
A,0.5,0.25,12.42
A,0.2,0.26,0.0
A,0.22,0.26,0.0
A,0.24,0.26,0.0
A,0.26,0.26,0.0
A,0.28,0.26,0.0
A,0.3,0.26,0.0
A,0.32,0.26,11.97
A,0.34,0.26,19.0
A,0.36,0.26,18.35
A,0.38,0.26,15.95
A,0.4,0.26,13.92
A,0.42,0.26,13.52
A,0.44,0.26,14.3
A,0.46,0.26,16.74
A,0.48,0.26,13.5
A,0.5,0.26,11.34
A,0.2,0.27,0.0
A,0.22,0.27,0.0
A,0.24,0.27,0.0
A,0.26,0.27,0.0
A,0.28,0.27,2.17
A,0.3,0.27,16.83
A,0.32,0.27,16.91
A,0.34,0.27,11.35
A,0.36,0.27,11.41
A,0.38,0.27,13.79
A,0.4,0.27,12.48
A,0.42,0.27,11.7
A,0.44,0.27,11.58
A,0.46,0.27,14.58
A,0.48,0.27,14.31
A,0.5,0.27,15.66
A,0.2,0.28,0.0
A,0.22,0.28,0.0
A,0.24,0.28,0.0
A,0.26,0.28,12.19
A,0.28,0.28,13.97
A,0.3,0.28,12.16
A,0.32,0.28,9.02
A,0.34,0.28,9.22
A,0.36,0.28,11.46
A,0.38,0.28,11.44
A,0.4,0.28,12.74
A,0.42,0.28,14.82
A,0.44,0.28,12.07
A,0.46,0.28,13.5
A,0.48,0.28,13.5
A,0.5,0.28,11.88
A,0.2,0.29,0.0
A,0.22,0.29,4.38
A,0.24,0.29,11.0
A,0.26,0.29,10.24
A,0.28,0.29,9.5
A,0.3,0.29,10.11
A,0.32,0.29,8.82
A,0.34,0.29,12.19
A,0.36,0.29,11.0
A,0.38,0.29,13.52
A,0.4,0.29,11.44
A,0.42,0.29,10.92
A,0.44,0.29,12.61
A,0.46,0.29,14.85
A,0.48,0.29,15.39
A,0.5,0.29,16.2
A,0.2,0.3,7.42
A,0.22,0.3,10.08
A,0.24,0.3,10.81
A,0.26,0.3,8.74
A,0.28,0.3,7.41
A,0.3,0.3,11.13
A,0.32,0.3,10.8
A,0.34,0.3,13.81
A,0.36,0.3,9.25
A,0.38,0.3,12.22
A,0.4,0.3,13.52
A,0.42,0.3,13.26
A,0.44,0.3,13.24
A,0.46,0.3,13.23
A,0.48,0.3,11.88
A,0.5,0.3,13.77
A,0.2,0.31,8.08
A,0.22,0.31,8.51
A,0.24,0.31,8.74
A,0.26,0.31,11.21
A,0.28,0.31,9.24
A,0.3,0.31,10.56
A,0.32,0.31,12.08
A,0.34,0.31,11.75
A,0.36,0.31,16.03
A,0.38,0.31,12.22
A,0.4,0.31,14.04
A,0.42,0.31,12.22
A,0.44,0.31,11.47
A,0.46,0.31,13.23
A,0.48,0.31,12.15
A,0.5,0.31,14.04
A,0.2,0.32,9.86
A,0.22,0.32,8.92
A,0.24,0.32,8.17
A,0.26,0.32,9.93
A,0.28,0.32,11.0
A,0.3,0.32,10.67
A,0.32,0.32,12.72
A,0.34,0.32,12.75
A,0.36,0.32,11.5
A,0.38,0.32,12.48
A,0.4,0.32,13.0
A,0.42,0.32,11.96
A,0.44,0.32,12.22
A,0.46,0.32,11.34
A,0.48,0.32,11.88
A,0.5,0.32,13.5
A,0.2,0.33,8.28
A,0.22,0.33,11.21
A,0.24,0.33,11.0
A,0.26,0.33,10.78
A,0.28,0.33,9.24
A,0.3,0.33,12.44
A,0.32,0.33,13.44
A,0.34,0.33,13.75
A,0.36,0.33,13.75
A,0.38,0.33,14.3
A,0.4,0.33,13.52
A,0.42,0.33,12.48
A,0.44,0.33,14.82
A,0.46,0.33,12.96
A,0.48,0.33,11.34
A,0.5,0.33,11.07
A,0.2,0.34,9.47
A,0.22,0.34,11.6
A,0.24,0.34,10.69
A,0.26,0.34,12.32
A,0.28,0.34,10.12
A,0.3,0.34,9.6
A,0.32,0.34,10.08
A,0.34,0.34,13.5
A,0.36,0.34,12.75
A,0.38,0.34,13.78
A,0.4,0.34,12.74
A,0.42,0.34,15.6
A,0.44,0.34,11.96
A,0.46,0.34,14.85
A,0.48,0.34,14.31
A,0.5,0.34,13.5
A,0.2,0.35,9.38
A,0.22,0.35,10.08
A,0.24,0.35,11.66
A,0.26,0.35,10.56
A,0.28,0.35,12.76
A,0.3,0.35,13.44
A,0.32,0.35,10.09
A,0.34,0.35,13.0
A,0.36,0.35,12.75
A,0.38,0.35,12.48
A,0.4,0.35,14.82
A,0.42,0.35,12.48
A,0.44,0.35,13.26
A,0.46,0.35,13.41
A,0.48,0.35,15.39
A,0.5,0.35,12.42
A,0.2,0.36,9.88
A,0.22,0.36,11.94
A,0.24,0.36,10.56
A,0.26,0.36,10.78
A,0.28,0.36,10.62
A,0.3,0.36,14.64
A,0.32,0.36,11.33
A,0.34,0.36,12.25
A,0.36,0.36,15.0
A,0.38,0.36,11.44
A,0.4,0.36,14.82
A,0.42,0.36,13.0
A,0.44,0.36,14.04
A,0.46,0.36,13.91
A,0.48,0.36,14.04
A,0.5,0.36,13.23
A,0.2,0.37,11.34
A,0.22,0.37,10.56
A,0.24,0.37,9.24
A,0.26,0.37,11.0
A,0.28,0.37,11.93
A,0.3,0.37,11.52
A,0.32,0.37,12.6
A,0.34,0.37,9.25
A,0.36,0.37,10.75
A,0.38,0.37,12.71
A,0.4,0.37,11.44
A,0.42,0.37,12.48
A,0.44,0.37,11.44
A,0.46,0.37,11.44
A,0.48,0.37,13.77
A,0.5,0.37,14.58
A,0.2,0.38,12.39
A,0.22,0.38,10.78
A,0.24,0.38,11.22
A,0.26,0.38,11.44
A,0.28,0.38,12.37
A,0.3,0.38,10.32
A,0.32,0.38,11.68
A,0.34,0.38,13.25
A,0.36,0.38,12.75
A,0.38,0.38,16.25
A,0.4,0.38,11.18
A,0.42,0.38,12.74
A,0.44,0.38,11.18
A,0.46,0.38,12.22
A,0.48,0.38,13.23
A,0.5,0.38,12.15
A,0.2,0.39,10.36
A,0.22,0.39,10.12
A,0.24,0.39,12.1
A,0.26,0.39,10.56
A,0.28,0.39,12.74
A,0.3,0.39,12.72
A,0.32,0.39,11.53
A,0.34,0.39,11.5
A,0.36,0.39,13.0
A,0.38,0.39,14.65
A,0.4,0.39,12.22
A,0.42,0.39,15.86
A,0.44,0.39,10.4
A,0.46,0.39,15.08
A,0.48,0.39,13.5
A,0.5,0.39,14.58
A,0.2,0.4,11.0
A,0.22,0.4,10.12
A,0.24,0.4,11.22
A,0.26,0.4,11.44
A,0.28,0.4,13.02
A,0.3,0.4,13.44
A,0.32,0.4,11.81
A,0.34,0.4,12.25
A,0.36,0.4,13.75
A,0.38,0.4,12.54
A,0.4,0.4,13.26
A,0.42,0.4,13.0
A,0.44,0.4,13.0
A,0.46,0.4,14.04
A,0.48,0.4,12.27
A,0.5,0.4,11.88
A,0.2,0.41,11.66
A,0.22,0.41,11.0
A,0.24,0.41,10.12
A,0.26,0.41,9.68
A,0.28,0.41,13.38
A,0.3,0.41,10.56
A,0.32,0.41,12.13
A,0.34,0.41,11.75
A,0.36,0.41,13.25
A,0.38,0.41,10.75
A,0.4,0.41,12.48
A,0.42,0.41,12.74
A,0.44,0.41,11.44
A,0.46,0.41,12.22
A,0.48,0.41,14.2
A,0.5,0.41,14.58
A,0.2,0.42,10.66
A,0.22,0.42,9.68
A,0.24,0.42,12.32
A,0.26,0.42,9.92
A,0.28,0.42,11.75
A,0.3,0.42,13.68
A,0.32,0.42,12.42
A,0.34,0.42,10.5
A,0.36,0.42,13.25
A,0.38,0.42,11.0
A,0.4,0.42,13.78
A,0.42,0.42,13.0
A,0.44,0.42,14.04
A,0.46,0.42,14.56
A,0.48,0.42,13.79
A,0.5,0.42,12.69
A,0.2,0.43,11.94
A,0.22,0.43,10.16
A,0.24,0.43,9.46
A,0.26,0.43,10.01
A,0.28,0.43,11.52
A,0.3,0.43,10.32
A,0.32,0.43,13.44
A,0.34,0.43,12.5
A,0.36,0.43,12.25
A,0.38,0.43,12.25
A,0.4,0.43,12.22
A,0.42,0.43,10.92
A,0.44,0.43,11.7
A,0.46,0.43,13.52
A,0.48,0.43,12.74
A,0.5,0.43,11.61
A,0.2,0.44,10.72
A,0.22,0.44,12.14
A,0.24,0.44,11.6
A,0.26,0.44,10.01
A,0.28,0.44,12.72
A,0.3,0.44,12.0
A,0.32,0.44,12.44
A,0.34,0.44,11.25
A,0.36,0.44,11.25
A,0.38,0.44,12.75
A,0.4,0.44,13.52
A,0.42,0.44,12.74
A,0.44,0.44,13.26
A,0.46,0.44,12.22
A,0.48,0.44,14.3
A,0.5,0.44,13.5
A,0.2,0.45,10.76
A,0.22,0.45,9.9
A,0.24,0.45,10.01
A,0.26,0.45,11.7
A,0.28,0.45,13.97
A,0.3,0.45,12.0
A,0.32,0.45,14.46
A,0.34,0.45,13.0
A,0.36,0.45,11.75
A,0.38,0.45,11.75
A,0.4,0.45,12.74
A,0.42,0.45,13.52
A,0.44,0.45,14.56
A,0.46,0.45,12.48
A,0.48,0.45,13.26
A,0.5,0.45,15.61
A,0.2,0.46,11.5
A,0.22,0.46,11.7
A,0.24,0.46,11.7
A,0.26,0.46,10.06
A,0.28,0.46,13.92
A,0.3,0.46,11.08
A,0.32,0.46,14.45
A,0.34,0.46,12.75
A,0.36,0.46,13.5
A,0.38,0.46,11.25
A,0.4,0.46,10.9
A,0.42,0.46,13.26
A,0.44,0.46,12.48
A,0.46,0.46,12.22
A,0.48,0.46,12.48
A,0.5,0.46,14.1
A,0.2,0.47,14.99
A,0.22,0.47,15.0
A,0.24,0.47,14.65
A,0.26,0.47,14.19
A,0.28,0.47,14.92
A,0.3,0.47,14.98
A,0.32,0.47,15.0
A,0.34,0.47,14.96
A,0.36,0.47,14.48
A,0.38,0.47,12.25
A,0.4,0.47,9.26
A,0.42,0.47,8.55
A,0.44,0.47,7.99
A,0.46,0.47,6.59
A,0.48,0.47,7.53
A,0.5,0.47,7.05
A,0.2,0.48,14.82
A,0.22,0.48,15.0
A,0.24,0.48,15.0
A,0.26,0.48,15.38
A,0.28,0.48,15.57
A,0.3,0.48,15.01
A,0.32,0.48,15.0
A,0.34,0.48,15.0
A,0.36,0.48,15.0
A,0.38,0.48,14.25
A,0.4,0.48,12.09
A,0.42,0.48,10.14
A,0.44,0.48,8.43
A,0.46,0.48,7.21
A,0.48,0.48,5.84
A,0.5,0.48,5.57
A,0.2,0.49,14.69
A,0.22,0.49,15.0
A,0.24,0.49,15.07
A,0.26,0.49,15.72
A,0.28,0.49,16.0
A,0.3,0.49,16.0
A,0.32,0.49,15.35
A,0.34,0.49,15.0
A,0.36,0.49,15.0
A,0.38,0.49,14.87
A,0.4,0.49,14.08
A,0.42,0.49,11.06
A,0.44,0.49,9.38
A,0.46,0.49,8.16
A,0.48,0.49,7.34
A,0.5,0.49,6.61
A,0.2,0.5,14.86
A,0.22,0.5,15.37
A,0.24,0.5,15.79
A,0.26,0.5,16.04
A,0.28,0.5,16.01
A,0.3,0.5,16.0
A,0.32,0.5,16.0
A,0.34,0.5,15.99
A,0.36,0.5,15.34
A,0.38,0.5,15.0
A,0.4,0.5,14.7
A,0.42,0.5,12.88
A,0.44,0.5,10.98
A,0.46,0.5,9.17
A,0.48,0.5,7.72
A,0.5,0.5,7.45
A,0.2,0.51,15.62
A,0.22,0.51,16.77
A,0.24,0.51,16.93
A,0.26,0.51,16.91
A,0.28,0.51,16.66
A,0.3,0.51,16.57
A,0.32,0.51,16.31
A,0.34,0.51,16.17
A,0.36,0.51,16.02
A,0.38,0.51,15.8
A,0.4,0.51,15.08
A,0.42,0.51,14.02
A,0.44,0.51,12.31
A,0.46,0.51,9.36
A,0.48,0.51,8.18
A,0.5,0.51,7.23
